headline_len,body_len,n_sentences,n_tickers
0,1027,47,25
0,334,18,9
0,1910,67,81
0,649,30,35
0,884,37,30
0,871,35,41
0,471,13,26
0,473,13,20
0,1843,72,80
0,768,40,20
0,486,13,24
0,472,13,21
0,148,5,8
0,948,41,13
0,1551,59,44
0,476,13,22
0,989,42,20
0,628,19,35
0,990,37,30
0,1205,46,21
0,1516,56,26
0,819,35,35
0,721,21,29
0,907,35,22
0,512,20,9
0,915,38,29
0,1761,72,49
0,727,38,19
0,1295,55,33
0,405,9,13
0,1809,72,92
0,974,36,30
0,478,13,22
0,477,13,23
0,1356,47,50
0,1259,52,43
0,479,13,22
0,482,13,24
0,624,23,24
0,1021,42,12
0,701,30,26
0,1135,43,40
0,508,23,13
0,1066,44,37
0,572,26,16
0,440,13,24
0,591,18,19
0,652,24,26
0,964,41,33
0,1094,50,21
0,716,29,11
0,855,34,24
0,2036,65,73
0,474,15,20
0,1038,43,40
0,197,8,14
0,426,19,16
0,1265,55,48
0,925,36,33
0,198,10,14
0,904,37,23
0,306,12,18
0,947,41,34
0,467,13,21
0,600,24,20
0,702,21,27
0,1060,46,25
0,471,13,23
0,477,13,23
0,386,19,18
0,436,25,24
0,406,9,16
0,508,6,21
0,475,13,24
0,832,37,29
0,1181,53,33
0,552,24,18
0,473,22,27
0,458,17,18
0,493,25,20
0,425,14,33
0,524,26,27
0,1294,42,39
0,411,9,17
0,475,13,26
0,366,19,8
0,1969,92,43
0,429,14,26
0,1175,42,34
0,1195,40,37
0,141,5,13
0,480,13,24
0,476,13,25
0,401,9,13
0,803,32,26
0,775,34,20
0,647,24,24
0,490,13,25
0,1148,45,19
0,401,9,14
0,508,23,13
0,458,23,15
0,867,36,27
0,479,15,27
0,886,39,41
0,492,25,11
0,841,28,39
0,808,35,23
0,118,3,5
0,770,26,36
0,484,13,25
0,202,7,20
0,950,33,21
0,515,30,29
0,1535,65,41
0,5412,252,70
0,480,15,23
0,385,18,17
0,1068,47,33
0,511,13,15
0,857,38,21
0,1044,41,32
0,947,40,29
0,774,40,10
0,858,28,46
0,1197,50,19
0,1291,61,33
0,767,41,24
0,1319,54,31
0,823,22,7
0,737,20,7
0,788,36,17
0,1241,56,22
0,836,37,19
0,669,33,10
0,2683,127,74
0,818,35,31
0,933,46,13
0,986,62,22
0,570,29,24
0,1020,45,21
0,1058,44,32
0,1253,47,21
0,936,39,29
0,793,31,14
0,225,11,13
0,437,11,17
0,8770,443,77
0,904,44,14
0,692,32,22
0,1031,44,31
0,550,25,16
0,1142,44,35
0,1075,42,27
0,680,28,20
0,1574,74,28
0,757,30,25
0,898,41,8
0,884,35,24
0,914,36,19
0,281,9,12
0,1511,76,30
0,325,12,13
0,1114,41,34
0,157,4,5
0,412,12,19
0,816,34,39
0,654,21,41
0,260,6,18
0,730,16,30
0,532,19,19
0,399,10,15
0,739,20,8
0,383,9,13
0,1389,63,48
0,901,40,29
0,326,10,18
0,620,22,22
0,893,26,21
0,710,23,15
0,294,11,10
0,302,10,5
0,440,14,7
0,866,25,23
0,756,39,8
0,586,26,12
0,1015,45,46
0,469,17,18
0,456,13,17
0,384,9,13
0,7289,325,38
0,319,8,6
0,1372,44,53
0,896,45,7
0,266,8,14
0,422,12,18
0,177,4,7
0,973,43,27
0,1435,64,24
0,154,4,3
0,952,35,20
0,853,46,21
0,901,45,10
0,720,35,24
0,1521,55,36
0,187,4,7
0,787,21,11
0,169,4,6
0,1050,30,33
0,528,22,23
0,1326,50,26
0,959,45,30
0,384,14,10
0,1423,66,31
0,463,15,20
0,241,8,8
0,773,29,18
0,219,8,15
0,10478,481,72
0,234,8,3
0,239,10,19
0,239,9,18
0,715,46,18
0,286,9,10
0,263,3,31
0,323,8,8
0,237,12,7
0,28823,962,655
0,1228,50,35
0,990,42,36
0,1245,54,30
0,970,41,15
0,963,45,10
0,2663,92,79
0,18567,626,419
0,886,44,9
0,99,3,6
0,1103,53,37
0,408,11,11
0,521,17,14
0,694,37,24
0,519,19,26
0,378,14,9
0,902,44,16
0,576,8,41
0,393,11,12
0,355,16,26
0,765,21,8
0,948,43,26
0,1145,43,28
0,527,16,33
0,953,42,23
0,1214,49,34
0,282,8,12
0,2195,69,58
0,674,39,19
0,767,37,24
0,1025,50,23
0,916,39,29
0,815,21,9
0,419,13,20
0,637,26,18
0,682,33,23
0,3048,121,80
0,1844,70,34
0,1462,67,30
0,391,9,11
0,595,5,49
0,1810,87,46
0,252,12,10
0,1480,39,57
0,637,31,19
0,470,13,22
0,2261,66,83
0,479,15,27
0,780,29,29
0,770,24,44
0,875,35,21
0,480,15,27
0,927,42,28
0,299,7,12
0,703,31,28
0,412,15,10
0,483,14,20
0,950,4,98
0,912,41,22
0,434,13,25
0,410,11,23
0,976,52,10
0,946,42,17
0,1109,48,32
0,801,35,26
0,967,44,34
0,490,14,21
0,1686,80,18
0,193,12,6
0,574,25,29
0,634,26,23
0,838,38,22
0,960,45,37
0,366,10,12
0,1162,5,127
0,278,9,15
0,458,15,23
0,989,40,23
0,386,12,26
0,333,11,24
0,603,19,14
0,537,24,22
0,282,10,24
0,902,38,22
0,949,40,21
0,408,13,13
0,680,37,28
0,630,18,33
0,365,9,13
0,830,33,29
0,322,13,9
0,1071,42,36
0,404,13,29
0,710,37,20
0,330,10,13
0,1873,67,39
0,1396,42,56
0,800,39,23
0,502,17,19
0,837,38,22
0,414,13,21
0,407,13,20
0,764,21,8
0,752,34,22
0,745,33,23
0,1361,57,19
0,1042,41,34
0,435,20,17
0,1381,62,39
0,570,25,11
0,405,14,28
0,1060,51,26
0,407,9,16
0,1204,55,22
0,478,13,22
0,890,39,30
0,197,12,13
0,418,9,15
0,404,12,10
0,701,33,13
0,222,9,15
0,424,13,24
0,1231,48,36
0,1424,60,36
0,823,34,39
0,1193,41,36
0,1138,41,47
0,476,13,23
0,186,5,19
0,414,9,16
0,183,6,17
0,394,9,16
0,403,9,16
0,353,11,17
0,1193,40,40
0,404,9,14
0,782,24,26
0,487,13,22
0,432,21,12
0,1432,66,37
0,627,19,24
0,411,9,15
0,414,9,18
0,420,9,15
0,555,23,15
0,424,13,25
0,401,9,18
0,1276,49,24
0,493,22,12
0,750,30,22
0,436,13,25
0,406,9,14
0,303,16,15
0,405,9,13
0,1169,46,33
0,497,25,14
0,482,13,24
0,982,37,24
0,1124,45,48
0,525,17,16
0,484,21,23
0,645,20,19
0,446,24,25
0,1264,65,40
0,425,24,10
0,622,30,18
0,515,25,12
0,929,36,41
0,384,14,10
0,1127,33,25
0,1361,46,56
0,713,31,27
0,819,36,21
0,697,30,20
0,1057,38,21
0,1356,61,33
0,1427,54,30
0,296,15,9
0,795,39,23
0,377,14,9
0,771,35,30
0,532,26,19
0,1260,62,26
0,1237,48,38
0,200,9,6
0,451,11,14
0,989,43,30
0,1002,39,15
0,1219,49,26
0,857,34,17
0,839,35,16
0,888,38,24
0,380,14,9
0,652,29,28
0,365,9,22
0,706,29,21
0,1211,49,31
0,175,6,9
0,1466,65,34
0,675,29,15
0,379,14,9
0,755,36,25
0,667,29,22
0,1049,48,33
0,523,17,28
0,843,39,27
0,1184,62,23
0,934,46,30
0,400,16,10
0,956,41,42
0,887,35,30
0,1114,46,26
0,931,40,16
0,987,55,25
0,697,27,22
0,1216,64,31
0,423,11,15
0,253,12,10
0,460,13,24
0,178,9,4
0,1186,54,28
0,1032,50,13
0,699,27,18
0,841,38,21
0,913,39,22
0,860,33,13
0,962,31,22
0,1108,50,11
0,986,37,34
0,844,37,30
0,986,44,15
0,1706,65,25
0,669,23,16
0,524,24,11
0,5292,150,56
0,1510,66,35
0,820,36,32
0,119,4,4
0,395,10,12
0,1813,70,23
0,637,38,23
0,452,13,19
0,890,40,24
0,188,7,16
0,1248,43,43
0,1261,56,23
0,818,34,30
0,958,47,26
0,893,50,18
0,285,11,23
0,819,27,27
0,689,34,21
0,947,27,28
0,961,39,48
0,965,34,43
0,972,42,32
0,921,41,28
0,406,9,17
0,170,7,15
0,305,12,16
0,141,5,14
0,899,35,30
0,147,5,11
0,379,14,20
0,836,28,22
0,473,13,22
0,1011,41,36
0,448,13,26
0,1055,41,23
0,323,11,17
0,765,30,17
0,420,9,18
0,237,11,11
0,1320,55,24
0,951,44,31
0,1641,72,38
0,785,35,20
0,862,38,19
0,780,38,46
0,396,14,38
0,810,37,24
0,771,21,9
0,661,24,46
0,1454,58,45
0,936,38,32
0,86,3,5
0,985,44,31
0,728,29,15
0,856,35,25
0,111,3,7
0,777,21,9
0,255,8,8
0,1098,52,22
0,1110,44,38
0,455,21,13
0,874,38,20
0,752,34,22
0,689,33,7
0,406,12,16
0,787,40,28
0,1020,36,13
0,507,20,16
0,152,4,4
0,644,16,32
0,748,32,21
0,875,50,30
0,445,15,20
0,859,36,37
0,814,41,32
0,1081,43,26
0,740,20,6
0,570,21,18
0,411,10,15
0,1320,67,34
0,484,15,31
0,810,39,8
0,1004,49,10
0,349,11,13
0,1098,47,27
0,877,38,26
0,979,43,31
0,1147,3,119
0,1168,48,37
0,501,13,12
0,629,28,25
0,517,16,23
0,298,8,21
0,893,39,30
0,1173,47,21
0,701,29,29
0,518,18,18
0,929,39,26
0,425,16,19
0,174,4,18
0,130,3,10
0,162,5,12
0,640,20,15
0,401,10,27
0,400,12,27
0,261,9,23
0,508,15,38
0,446,12,28
0,651,19,12
0,1436,70,26
0,423,12,14
0,412,10,14
0,181,4,7
0,961,41,30
0,429,13,26
0,957,37,23
0,2029,65,56
0,4162,184,39
0,1046,57,15
0,201,10,14
0,201,8,17
0,509,19,16
0,627,21,36
0,774,32,30
0,314,11,24
0,1130,47,25
0,1322,54,35
0,412,14,13
0,233,6,12
0,933,40,21
0,858,37,20
0,493,13,10
0,870,40,26
0,1937,96,37
0,370,11,20
0,620,16,32
0,232,11,9
0,304,11,24
0,870,40,34
0,10363,438,75
0,535,20,19
0,643,27,19
0,1274,53,29
0,456,13,18
0,462,13,21
0,676,25,24
0,514,12,13
0,770,27,27
0,523,24,18
0,537,24,11
0,982,53,24
0,184,9,4
0,1069,45,35
0,1046,41,41
0,331,17,17
0,1206,50,53
0,1000,46,13
0,1330,38,15
0,563,22,17
0,1192,52,35
0,695,41,26
0,409,10,19
0,524,18,25
0,171,5,7
0,542,19,9
0,895,31,40
0,589,24,21
0,762,23,44
0,407,9,18
0,911,34,34
0,474,13,27
0,407,9,16
0,818,32,27
0,443,22,13
0,1433,58,54
0,1832,73,96
0,511,22,13
0,332,15,28
0,578,24,24
0,519,13,16
0,1137,41,33
0,430,22,12
0,643,32,18
0,528,14,16
0,1186,54,29
0,326,18,17
0,473,13,19
0,686,20,45
0,472,13,21
0,232,10,22
0,1825,72,69
0,1026,35,27
0,891,37,43
0,666,29,17
0,642,19,28
0,479,13,24
0,356,6,18
0,792,31,17
0,617,30,22
0,506,14,25
0,148,5,9
0,642,20,36
0,402,9,16
0,1121,42,29
0,473,13,24
0,218,6,15
0,525,24,13
0,504,24,11
0,2070,69,74
0,157,4,3
0,381,14,9
0,1417,59,33
0,234,10,9
0,1930,66,69
0,753,20,9
0,824,34,10
0,525,16,25
0,1374,66,49
0,251,6,17
0,801,27,20
0,477,20,11
0,563,18,44
0,398,12,7
0,631,25,25
0,1146,48,20
0,1333,69,34
0,7047,303,42
0,834,4,77
0,825,35,40
0,868,36,28
0,581,21,21
0,285,12,17
0,1747,80,38
0,825,40,55
0,495,26,23
0,485,13,24
0,166,5,8
0,374,19,11
0,883,38,33
0,402,9,16
0,883,37,25
0,958,36,32
0,899,38,28
0,968,40,31
0,320,10,10
0,325,14,15
0,416,9,17
0,856,34,31
0,854,35,35
0,403,18,25
0,475,13,22
0,520,24,27
0,189,7,17
0,2172,85,30
0,670,18,17
0,406,9,17
0,786,32,14
0,770,27,26
0,562,22,21
0,473,13,21
0,422,9,17
0,477,13,23
0,879,38,31
0,516,15,23
0,214,8,16
0,491,17,26
0,469,13,26
0,657,22,38
0,497,21,14
0,475,13,23
0,638,25,19
0,711,23,31
0,651,24,28
0,483,25,15
0,695,25,23
0,523,23,16
0,302,13,15
0,1372,51,31
0,518,25,16
0,849,35,33
0,478,13,24
0,121,3,9
0,339,13,19
0,486,13,22
0,1188,54,31
0,788,30,36
0,870,35,29
0,837,37,29
0,618,27,18
0,434,12,14
0,405,8,10
0,809,22,17
0,149,5,9
0,471,13,24
0,963,51,26
0,204,9,18
0,1070,47,23
0,287,9,11
0,420,9,17
0,478,13,27
0,1090,42,43
0,902,29,24
0,996,38,37
0,428,19,9
0,993,50,14
0,404,12,24
0,411,9,16
0,540,21,12
0,298,14,13
0,543,24,22
0,2076,104,38
0,404,9,17
0,1042,41,34
0,420,9,17
0,940,35,19
0,404,9,15
0,373,10,17
0,192,8,20
0,827,27,18
0,514,24,14
0,786,39,25
0,2247,113,33
0,158,5,7
0,832,36,35
0,474,13,25
0,842,35,33
0,507,27,10
0,500,22,12
0,155,4,9
0,479,16,34
0,665,25,47
0,1796,70,83
0,530,20,12
0,190,7,14
0,827,34,37
0,1246,49,37
0,452,27,25
0,709,29,22
0,429,20,11
0,214,8,15
0,336,17,15
0,847,35,37
0,402,13,24
0,431,13,26
0,930,35,50
0,804,34,28
0,386,9,13
0,828,36,29
0,934,41,44
0,610,24,22
0,543,25,17
0,116,3,5
0,1373,51,72
0,749,26,27
0,466,13,21
0,421,19,13
0,258,12,12
0,724,38,25
0,415,12,13
0,223,8,18
0,566,14,31
0,421,13,23
0,554,21,21
0,13634,631,90
0,477,13,9
0,1055,48,28
0,814,36,21
0,879,49,36
0,497,13,11
0,779,31,25
0,844,22,11
0,1171,52,31
0,874,37,44
0,307,11,13
0,1333,52,35
0,4045,121,117
0,187,5,11
0,718,33,19
0,852,36,17
0,987,37,14
0,1215,45,35
0,792,35,19
0,1141,40,40
0,410,10,15
0,902,38,31
0,665,35,24
0,989,50,13
0,1133,47,23
0,690,32,14
0,860,40,28
0,963,41,36
0,538,17,37
0,950,38,26
0,914,47,24
0,359,20,10
0,644,28,23
0,425,14,15
0,1023,36,16
0,1019,43,38
0,1289,47,39
0,1261,54,56
0,2039,93,36
0,288,13,19
0,1036,54,33
0,1013,48,31
0,837,40,23
0,970,37,27
0,1185,47,28
0,915,36,31
0,1032,43,14
0,881,37,11
0,263,10,13
0,868,44,10
0,1208,58,29
0,333,18,8
0,1239,44,39
0,145,6,10
0,872,43,9
0,364,13,9
0,1224,54,28
0,1126,58,26
0,940,40,17
0,1563,66,29
0,1290,65,21
0,10760,545,47
0,458,13,20
0,1109,48,34
0,162,4,7
0,430,10,14
0,313,10,17
0,394,10,11
0,831,30,29
0,1533,55,82
0,499,24,15
0,763,20,9
0,972,36,18
0,858,39,22
0,745,20,8
0,1608,65,48
0,815,40,32
0,856,37,22
0,739,20,8
0,741,5,71
0,409,20,8
0,1069,49,40
0,1039,44,29
0,1076,58,19
0,1143,54,29
0,1280,58,31
0,1169,46,26
0,470,22,11
0,870,34,25
0,615,17,19
0,739,20,8
0,946,42,26
0,805,34,32
0,724,33,23
0,581,31,28
0,1049,49,30
0,514,30,17
0,1114,48,28
0,1046,42,25
0,808,34,32
0,401,12,17
0,192,5,7
0,107,3,5
0,252,10,21
0,186,4,9
0,1195,50,33
0,734,29,16
0,462,13,23
0,123,4,6
0,168,8,4
0,47978,1384,880
0,667,31,37
0,947,37,15
0,846,37,17
0,633,33,10
0,478,19,13
0,152,4,3
0,1179,43,48
0,904,39,25
0,483,13,21
0,818,40,8
0,938,44,21
0,1037,51,31
0,856,48,11
0,411,9,12
0,917,38,21
0,297,15,11
0,272,8,6
0,186,9,4
0,361,9,20
0,947,45,10
0,792,4,79
0,588,27,15
0,702,37,16
0,530,21,15
0,824,22,6
0,136,6,6
0,1032,39,35
0,605,18,21
0,700,33,21
0,168,5,9
0,239,9,13
0,458,13,21
0,513,17,25
0,325,11,30
0,737,20,6
0,626,26,17
0,642,31,27
0,476,28,24
0,185,9,4
0,524,16,25
0,155,4,3
0,254,10,24
0,843,38,17
0,6244,325,38
0,2324,113,61
0,923,44,23
0,185,9,4
0,831,38,7
0,485,13,11
0,933,37,30
0,896,37,39
0,446,16,12
0,627,16,15
0,2209,120,58
0,969,43,30
0,1028,54,17
0,1120,57,29
0,1427,63,24
0,475,20,16
0,1063,52,19
0,1260,62,27
0,913,36,13
0,1021,45,23
0,266,8,9
0,152,4,7
0,853,30,27
0,403,9,16
0,1487,65,13
0,918,37,35
0,915,42,35
0,472,13,21
0,479,13,23
0,173,7,13
0,416,9,17
0,320,15,13
0,434,11,15
0,514,28,26
0,620,25,22
0,1086,49,31
0,1193,41,36
0,430,13,27
0,186,5,19
0,851,35,30
0,963,32,12
0,323,14,10
0,823,29,23
0,777,34,40
0,869,36,33
0,1768,84,52
0,501,14,25
0,903,35,45
0,962,40,41
0,419,9,16
0,1477,49,85
0,404,9,16
0,507,15,16
0,482,13,20
0,1142,54,32
0,412,18,18
0,329,13,17
0,1337,56,29
0,1726,66,81
0,754,32,37
0,610,24,22
0,402,9,16
0,931,37,26
0,315,13,16
0,851,38,30
0,514,16,13
0,687,27,28
0,341,8,12
0,191,8,14
0,498,14,24
0,921,31,52
0,1008,42,16
0,1390,51,39
0,1094,54,30
0,1013,66,33
0,838,37,19
0,1360,69,24
0,234,10,9
0,897,35,31
0,679,36,23
0,202,7,6
0,1146,44,42
0,581,4,64
0,348,8,8
0,71,3,7
0,891,36,31
0,384,9,11
0,1747,65,94
0,1579,66,76
0,494,20,12
0,281,17,6
0,741,35,21
0,937,44,8
0,353,13,10
0,350,13,10
0,287,8,11
0,266,8,9
0,873,28,30
0,1523,61,57
0,839,50,12
0,1298,64,26
0,1385,70,26
0,478,13,9
0,942,40,32
0,593,22,18
0,669,36,21
0,612,26,21
0,4642,233,46
0,1335,57,60
0,929,40,24
0,388,9,12
0,988,41,32
0,148,4,8
0,930,36,35
0,969,37,27
0,884,41,22
0,308,17,12
0,176,6,8
0,665,45,18
0,302,8,14
0,147,4,5
0,819,36,27
0,389,12,16
0,1057,41,30
0,1219,56,35
0,1412,58,27
0,933,39,27
0,1076,52,17
0,910,54,24
0,940,36,26
0,668,30,18
0,2035,95,49
0,655,28,16
0,1219,42,35
0,1046,49,14
0,378,14,9
0,1210,46,30
0,344,12,16
0,1470,57,23
0,179,7,13
0,407,9,14
0,1445,60,30
0,401,16,26
0,425,11,16
0,488,22,12
0,758,31,34
0,905,45,20
0,1021,44,26
0,1452,62,40
0,276,6,9
0,496,17,19
0,1218,50,37
0,790,42,29
0,932,35,12
0,1414,53,12
0,1106,46,22
0,806,37,29
0,2346,63,82
0,1037,54,37
0,503,18,29
0,383,14,10
0,1322,69,32
0,1047,33,16
0,1351,48,18
0,298,8,12
0,781,38,10
0,468,13,22
0,718,38,32
0,869,38,22
0,228,11,10
0,1067,42,26
0,137,6,7
0,576,23,12
0,857,38,19
0,816,21,11
0,824,37,24
0,736,30,26
0,475,25,28
0,403,9,15
0,162,5,6
0,474,13,21
0,845,35,41
0,398,9,16
0,774,30,22
0,716,29,11
0,168,7,14
0,390,18,12
0,415,22,21
0,521,13,16
0,855,36,28
0,114,3,8
0,173,7,13
0,869,39,38
0,499,13,23
0,446,17,18
0,323,13,14
0,179,6,16
0,499,24,10
0,281,12,6
0,112,3,7
0,208,10,16
0,845,35,32
0,1049,35,48
0,1661,66,42
0,182,7,17
0,766,29,38
0,320,16,14
0,519,15,11
0,495,13,21
0,350,15,17
0,930,36,27
0,479,13,30
0,851,32,27
0,700,37,24
0,148,5,8
0,641,30,22
0,905,35,31
0,709,29,22
0,600,22,18
0,1081,47,42
0,476,13,27
0,653,27,16
0,967,37,34
0,1174,49,23
0,893,33,27
0,861,36,30
0,324,14,27
0,575,27,14
0,988,41,32
0,1138,43,23
0,521,24,26
0,634,33,26
0,400,9,17
0,1454,51,36
0,249,10,18
0,357,3,40
0,354,14,10
0,9788,511,63
0,266,8,12
0,398,9,11
0,383,9,10
0,704,34,37
0,1547,55,88
0,534,17,17
0,1028,35,19
0,1310,55,22
0,638,37,22
0,1205,50,35
0,870,49,22
0,320,6,12
0,324,9,15
0,883,45,10
0,498,25,29
0,959,47,21
0,1139,48,24
0,565,32,26
0,442,17,13
0,1160,53,12
0,867,36,30
0,295,15,10
0,1117,49,33
0,1114,44,25
0,887,43,39
0,829,37,25
0,1002,39,15
0,1107,50,36
0,949,36,23
0,144,6,7
0,717,34,25
0,1005,50,31
0,1454,79,53
0,1011,43,29
0,410,10,13
0,758,33,17
0,1016,40,48
0,1055,48,22
0,191,6,10
0,140,4,5
0,965,46,32
0,577,28,17
0,1196,51,40
0,909,47,25
0,433,10,13
0,915,41,23
0,480,13,25
0,1084,47,19
0,802,34,35
0,383,14,9
0,1003,43,13
0,385,13,16
0,1214,42,37
0,381,14,9
0,1035,48,32
0,753,33,34
0,639,30,25
0,824,38,13
0,962,43,47
0,1276,59,19
0,614,29,25
0,382,14,10
0,1675,90,39
0,893,36,20
0,629,20,37
0,655,27,14
0,491,14,26
0,782,34,19
0,958,33,44
0,932,42,9
0,873,42,25
0,873,40,34
0,1583,71,37
0,379,10,13
0,412,13,29
0,794,35,15
0,585,30,17
0,412,12,17
0,1583,52,64
0,363,17,20
0,1152,50,25
0,1278,64,21
0,466,13,18
0,227,13,6
0,850,29,16
0,171,4,6
0,920,49,31
0,515,22,19
0,631,20,39
0,383,4,33
0,1991,64,72
0,171,4,6
0,972,37,58
0,645,28,19
0,898,40,32
0,220,6,20
0,768,36,28
0,423,14,23
0,1556,77,89
0,429,15,22
0,910,40,27
0,406,9,14
0,973,48,12
0,181,5,10
0,788,39,27
0,451,14,20
0,1145,59,24
0,644,27,19
0,853,35,20
0,667,20,35
0,616,19,36
0,1011,4,105
0,1029,43,20
0,1199,5,133
0,562,23,23
0,734,5,85
0,516,19,13
0,459,12,25
0,1019,50,18
0,493,20,19
0,1151,41,23
0,459,20,15
0,668,38,21
0,1341,67,35
0,1295,70,43
0,822,37,23
0,2121,96,53
0,1022,46,20
0,1016,56,35
0,358,14,12
0,1257,4,135
0,434,19,12
0,259,8,13
0,459,16,27
0,552,21,11
0,620,26,19
0,714,29,24
0,521,23,16
0,619,21,23
0,355,24,10
0,1190,47,37
0,1028,41,38
0,470,13,26
0,410,12,28
0,1291,51,35
0,480,18,14
0,1368,79,37
0,647,18,22
0,1719,70,29
0,909,50,23
0,574,13,45
0,963,40,22
0,254,8,7
0,1233,43,26
0,513,15,25
0,958,37,13
0,234,5,11
0,438,12,15
0,235,6,14
0,316,11,19
0,1426,49,21
0,493,19,8
0,1565,69,37
0,845,44,18
0,1030,43,15
0,580,27,24
0,1299,69,32
0,915,45,23
0,1128,60,11
0,1626,71,29
0,190,7,11
0,669,23,39
0,1764,100,33
0,797,36,13
0,133,4,4
0,548,28,16
0,8160,374,51
0,650,30,8
0,792,29,42
0,475,13,25
0,243,10,18
0,1043,45,34
0,803,32,8
0,167,4,6
0,285,10,7
0,1441,42,53
0,1016,54,23
0,400,9,12
0,267,8,9
0,462,13,19
0,1742,63,31
0,332,16,17
0,565,18,10
0,380,14,9
0,848,38,24
0,1068,55,42
0,1322,55,30
0,1300,63,32
0,708,29,21
0,1264,48,24
0,949,46,26
0,2032,106,38
0,1241,48,26
0,695,25,21
0,1146,46,24
0,1052,43,31
0,388,9,13
0,607,25,23
0,374,18,16
0,1037,54,12
0,392,10,11
0,1347,59,39
0,975,45,34
0,884,36,23
0,1097,47,30
0,546,25,24
0,1558,68,29
0,1157,46,17
0,1234,55,39
0,997,41,24
0,415,12,16
0,1087,56,35
0,340,15,10
0,1014,38,19
0,1609,67,18
0,495,24,17
0,1175,48,29
0,1731,68,29
0,959,45,14
0,1092,43,26
0,893,44,16
0,4674,183,46
0,985,45,28
0,682,24,26
0,927,53,23
0,1274,53,30
0,184,6,10
0,921,50,25
0,1545,61,46
0,1037,40,42
0,272,7,19
0,953,55,14
0,330,16,14
0,1118,49,20
0,979,42,9
0,614,33,8
0,966,5,84
0,1320,55,18
0,992,48,28
0,765,21,8
0,211,13,6
0,853,47,17
0,1157,21,85
0,930,43,30
0,938,38,42
0,953,37,29
0,1153,53,26
0,351,10,22
0,1522,64,50
0,554,17,25
0,383,14,9
0,345,15,9
0,1011,41,12
0,702,25,33
0,1071,44,29
0,1220,49,27
0,1164,56,33
0,672,28,23
0,794,33,22
0,915,39,13
0,1166,46,36
0,635,20,16
0,675,29,19
0,275,6,13
0,945,45,25
0,1381,62,31
0,1261,62,28
0,1137,52,38
0,1028,51,14
0,9256,443,89
0,811,35,42
0,924,43,14
0,934,42,18
0,1269,46,28
0,703,27,11
0,459,17,34
0,1248,45,40
0,157,6,8
0,383,14,9
0,246,5,9
0,1454,69,27
0,691,30,22
0,182,7,16
0,1184,46,37
0,268,14,8
0,634,29,18
0,206,9,13
0,285,11,20
0,983,46,18
0,1141,35,41
0,874,36,25
0,349,11,17
0,1069,53,33
0,544,18,11
0,573,16,18
0,204,8,17
0,921,47,24
0,442,13,22
0,824,28,25
0,333,14,16
0,714,23,28
0,1051,43,26
0,1005,32,47
0,819,21,9
0,226,6,13
0,240,8,13
0,1197,47,30
0,344,11,17
0,390,11,15
0,618,20,40
0,135,4,8
0,867,34,14
0,447,14,19
0,877,28,30
0,488,14,62
0,664,24,40
0,340,9,20
0,289,9,23
0,933,28,25
0,847,28,23
0,589,17,42
0,263,8,22
0,868,36,21
0,1072,45,52
0,171,4,22
0,480,13,9
0,591,16,39
0,504,21,19
0,348,13,20
0,138,4,12
0,665,26,34
0,1495,51,38
0,362,11,13
0,391,11,30
0,244,7,17
0,867,3,94
0,356,8,13
0,946,36,25
0,730,31,20
0,459,24,26
0,965,34,43
0,996,47,17
0,481,21,17
0,1211,46,33
0,402,9,15
0,483,13,24
0,2044,63,73
0,497,18,15
0,1047,43,46
0,306,15,13
0,521,22,14
0,870,36,29
0,445,14,16
0,717,32,23
0,511,14,16
0,285,8,16
0,499,14,24
0,482,13,24
0,398,19,16
0,842,35,33
0,477,24,15
0,679,24,21
0,512,22,13
0,1447,51,49
0,503,13,13
0,399,9,13
0,207,7,17
0,148,5,14
0,538,25,23
0,659,25,41
0,1285,45,56
0,261,12,23
0,976,40,32
0,512,29,32
0,1915,73,76
0,407,9,18
0,1135,50,41
0,424,12,12
0,470,13,23
0,682,27,21
0,341,13,17
0,907,35,22
0,401,9,14
0,413,9,16
0,449,22,14
0,2059,80,29
0,503,14,22
0,186,7,17
0,1051,44,32
0,902,38,28
0,647,26,24
0,232,4,16
0,923,41,24
0,206,8,16
0,592,39,18
0,425,13,26
0,584,21,9
0,508,18,29
0,875,37,27
0,832,35,35
0,552,21,21
0,828,36,37
0,983,46,20
0,1084,44,38
0,856,34,31
0,642,20,23
0,504,26,26
0,969,47,25
0,478,13,25
0,441,13,26
0,903,36,34
0,593,23,23
0,474,13,22
0,1003,44,24
0,479,13,25
0,501,15,14
0,153,5,9
0,920,36,27
0,400,9,17
0,402,9,18
0,889,37,32
0,619,21,38
0,888,37,28
0,197,8,12
0,400,9,18
0,469,13,23
0,974,35,44
0,919,40,32
0,501,22,21
0,858,37,35
0,1507,61,36
0,484,13,24
0,476,13,24
0,1070,47,23
0,1717,71,109
0,769,27,18
0,1270,57,44
0,87,3,6
0,479,13,24
0,395,11,15
0,261,9,18
0,625,18,27
0,587,27,21
0,815,39,27
0,527,19,34
0,470,13,12
0,150,6,11
0,756,33,26
0,654,15,48
0,306,8,23
0,406,8,24
0,416,17,20
0,287,7,16
0,491,15,19
0,453,12,15
0,527,15,18
0,1041,5,102
0,1216,61,29
0,1738,82,36
0,1390,53,33
0,382,14,9
0,1063,44,13
0,826,40,14
0,471,19,17
0,660,30,20
0,1181,46,35
0,243,5,9
0,644,25,20
0,930,40,24
0,1384,61,33
0,1138,51,25
